Id,cuitan,sentimen
340,Hai Kak Secara umum untuk kompensasi Lebih Bayar pada Coretax akan secara otomatis muncul di SPT masa pajak berikutnya dengan status normal yang belum terlapor Bisa dijelaskan perubahan kompensasi yg dimaksud untuk SPT apa dan perubahannya dikarenakan apa Kak? Secara ketentuan tidak diatur terkait surat pernyataan untuk perubahan kompensasi oleh DJP sehingga tidak ada prosedur penerbitan/permintaannya Silakan Kakak dapat mengonfirmasi ke KPP terdaftar terkait hal tersebut Alamat dan kontak kantor pajak dapat dilihat di laman https://tco/6cqctInCej Tks*Sang,netral
341,Haaayyy Open Jasa  - Pembetulan SPT - SPT masa 15 21 22 23 26 4 (2) Bulanan Unifikasi - Pembuatan Laporan Keuangan - Pembuatan Surat Keterangan Bebas Fiskal/Surat Keterangan Fiskal   #coretax   #zonauang   #jokipajak,netral
342,Kalau untuk badan/PT juga sama ya min harus registrasi coretax terlebih dahulu? 🙏🏻,netral
343,@kring_pajak  1 apakah bisa dilakukan PBK atas setoran PPh final atas penjualan tanah tahun 2019? Jika bisa dilakuan untuk pengajuan lewat coretax atau langsung ke KPP (untuk syarat dokumen apa saja yang dibawa)? -cont,netral
344,halo kak  terima kasih sudah menjawab spt ppn masa januari saya baru berhasil laporkan di awal maret karena saat itu saya sulit mengakses coretax jadi terlewat tanggal  dan sudah mendapat BPE  saya perlu lapor langsung ke kpp?,netral
345,Hai Kak  Dalam coretax yang menjadi PIC defaultnya adalah penanggung jawab utama perusahaan pada DJP Online   Pada dasarnya yang mewakili WP Badan untuk menjalankan hak dan kewajiban perpajakan adalah pengurus sesuai penjelasan di Pasal 32 UU KUP stdtd UU HPP  Sepanjang WNA,netral
346,Hai Kak  Mohon maaf atas ketidaknyamanannya Mohon cek kembali data yang Kakak isi pada file impor tersebut Mohon pastikan sudah menggunakan format XML yang terbaru dan sesuai dengan jenis bukti potongnya ya Kak Format dapat Kakak unduh melalui https://pajakgoid/reformdjp/coretax/template-xml-dan-converter-excel-ke-xml…,netral
347,Halo min jika tahun buku perusahaan saya Juli 2024 - Juni 2025 untuk SPT Tahunan badan 2024 apakah masih menggunakan e-form atau harus menggunakan coretax?  @kring_pajak  @PajakTanahAbng2,netral
348,@kring_pajak  min utk spt tahunan badan di coretax apa ada modulnya?,netral
349,Hai Kak  Wajib Pajak diberikan kesempatan untuk menyampaikan penjelasan atas SP2DK secara: 1 tatap muka langsung 2 tatap muka melalui media audio visual 3 tertulis  Untuk menyampaikan penjelasan melalui Coretax pastikan nomor kasus sudah muncul di akun Coretax Wajib Pajak,netral
350,Hai Kak Bisa ya Kak menggunakan template impor XML silahkan Kakak dapat mengunduh template impor faktur pajak keluaran pada laman berikut: https://pajakgoid/reformdjp/coretax/template-xml-dan-converter-excel-ke-xml…  Tks*Hita,netral
351,efek coretax dan pemeriksaan pajak wkwkwk,netral
352,@kring_pajak  halo min mau tanya terkait akun impersonate coretax apakah bisa dibuka dan dijalankan secara bersamaan di PC yang berbeda ?,netral
353,Kegiatan ini diikuti oleh bendahara pengeluaran di unit Kanwil Kemenag Sumut Dengan Penyuluh Kanwil DJP Sumut I sebagai narasumber para bendahara diberikan paparan komprehensif mengenai fitur-fitur utama dalam sistem Coretax,netral
354,#KawanPajak bagi WP Badan dengan tahun buku yang tidak sama dengan tahun kalender (misalnya Agustus 2024–Juli 2025) pelaporan SPT Tahunan PPh Tahun Pajak 2025 sudah dilakukan lewat Coretax mulai Agustus 2025,netral
355,Surat menyurat bukannya di coretax?,netral
356,mau buat testi nya deh #zonauang #akuntan #tax 03 Faktur pajak coretax,netral
357,kalo versiku : 2024 mumet sp2dk 2025 emosi coretax sekarang nemu kemumetan dan keemusuhan baru bernama pemeriksaan pajak,netral
358,Jan 2025/ CORETAX!!!  @DJPPRkemenkeu July 2025/ Alm Deplu kasus dilakban Tom Lembong 45y #ripjustice,netral
359,@kring_pajak  izin tanya kak Kalau buat Faktur Pajak di Coretax DPP Nilai Lain untuk Uang Muka tampilan nya seperti ini ya kak? Harga Jual/Penggantian/Uang Muka/Termin   Kalau dulu kan kalau di centang uang muka tampilannya Uang Muka /Termin  Terima kasih,netral
360,Tahun 2024 kebawa bisa pake coretax ya?,netral
361,Hai Kak  Bukti potong/pungut  PPh yang telah diterbitkan oleh pemotong/lawan transaksi melalui Coretax dapat Kakak cek melalui menu Portal Saya > Dokumen Saya Jika bukti potong tidak muncul silakan klik 'refresh' untuk dilakukan sinkronisasi data Apabila tetap tidak muncul,netral
362,@kring_pajak kak kalo misalkan udah lapor realisasi investasi di DJP online sebelum 31 maret trs lapor lagi di coretax tp lewat dari 31 maret itu secara sistem yang dianggap yang mana ya? Saya takutnya malah sesuai coretax padahal sebelumnya udah lapor,netral
363,Refer to the SARS website for the latest on the 2025 Income Tax filing season #tax#SARS #SouthAfrica  https://wwwsarsgovza/types-of-tax/personal-income-tax/filing-season/,netral
364,Hai Kak Terkait Pemberitahuan Ekspor Jasa Kena Pajak (PEJKP) tidak perlu pengajuan ke Bea Cukai terlebih dahulu ya Kak Kakak dapat langsung membuat dokumen PEJKP tersebut melalui Coretax dengan Langkah-langkah sesuai yang dijelaskan Taxmin sebelumnya ya Kak  Tks*Maro,netral
365,Alooh Open Jasa  - Pembetulan SPT - SPT masa 15 21 22 23 26 4 (2) Bulanan Unifikasi - Pembuatan Laporan Keuangan - Pembuatan Surat Keterangan Bebas Fiskal/Surat Keterangan Fiskal   #zonauang #jokipajak  #coretax,netral
366,Hai Kak  Terkait pelaporan SPT Masa PPN pada sistem Coretax kompensasi lebih bayar PPN akan secara otomatis diperhitungkan untuk Masa Pajak berikutnya Oleh karena itu tidak ada lagi menu pilihan Masa Pajak tujuan kompensasi pada pelaporan SPT Masa PPN di e-Faktur Coretax,netral
367,Hai Kak  Di template file impor Coretax tidak ada kode objek pajak 21-100-11 Untuk membuat bukti potong dengan kode objek pajak 21-100-11 kakak dapat membuat bukti potong dengan kode objek pajak tersebut secara langsung di aplikasi Coretax ya  Cara pembuatan bukti potong,netral
368,Hai Kak Perubahan direksi Badan dapat dilakukan secara mandiri pada aplikasi Coretax pada menu 'Portal Saya' klik 'Profil Saya' klik 'Informasi Umum' klik 'Edit'  klik 'Pihak Terkait'  Kemudian lakukan pembaruan data sesuai keadaan sebenarnya kemudian centang pernyataan,netral
369,Hai Kak Apakah yang dimaksud restitusi menggunakan """"Formulir Restitusi Pajak"""" dalam menu Pembayaran di Coretax? Jika Ya maka dapat mengacu pada PMK 81 Tahun 2024 ya Kak Tks*Oska,netral
370,@kring_pajak Mlm kak Lapor ppn di coretax sudah dengan bayar deposit dan sudah menerima bukti lapor cuma tidak ada email pemindah bukuan dan saldo di deposit kenapa tidak berkurang? Tks,netral
371,Hai Kak   Apakah yang Kakak maksud adalah cara merubah email pada akun coretax? Jika iya perubahan data email pada akun Coretax dapat dilakukan melalui menu Portal Saya > Profil Saya > Informasi Umum > Edit > Scroll ke Detail Kontak > ubah data email > Verifikasi > Masukkan kode verifikasi > Simpan > Scroll ke bawah dan  Centang Pernyataan > Submit   Pastikan kakak telah melakukan centang pernyataan dan klik  submit permohonan ya kak   Tks*Iana,netral
372,Tiiiw bilang ke si ndud tiiw Taun ini pemudik angkanya turuun Yang nuker uang baru turuun Dollar melemaah Ihsg fluktuatif ga papa asal harga pangan stabil ceunah faktanya naik teruuus Dan banyak masalah lainnya Ayo tiw bisa yuk bisaa napak tanah,netral
373,Hai Kak  Untuk mekanisme uang muka (barang non mewah) di sistem coretax silahkan centang uang muka terlebih dahulu pada saat pembuatan Faktur Pajak Keluaran dan ketika Kakak menambahkan detail barang/jasa untuk harga satuan silahkan diisikan sesuai dengan nilai kontrak yang,netral
374,Hai Kak Untuk pembuatan bukti potong PPh 23 masa Juli 2023 bisa dilakukan di DJP Online ya Jika ada keperluan pembuatan bukti pemotongan maupun pembetulan SPT Masa PPh 23 (Unifikasi) mulai tahun pajak 2025 silakan menggunakan coretax ya Kak  Tks*Fani,netral
375,Cara Mengajukan SKB PPh Atas Warisan Tanah-Bangunan Lewat Coretax  Pengalihan harta berupa tanah dan/atau bangunan karena waris juga memperoleh pengecualian kewajiban pembayaran atau pemungutan PPh asal ada SKB dari DJP  #ddtc #ddtcnews #KonsultasiPajak,netral
376,Pada tanggal 31 Desember 2024 Presiden Prabowo Subianto telah meluncurkan Coretax DJP secara resmi Sejak 1 Januari 2025 Coretax DJP menandai hadirnya sistem administrasi perpajakan yang baru dan modern,netral
377,Hai Kak  Penggabungan NPWP isteri ke suami bisa dilakukan secara online melalui akun Coretax Pastikan NPWP suami sudah aktif akun Coretaxnya Apabila kondisi isteri telah terdaftar di Coretax maka langkah berikutnya yaitu memasukkan NIK isteri ke dalam  FTU suami sebagai,netral
378,Hai Kak    Betul kak Sesuai informasi sebelumnya untuk saat ini sistem Coretax telah mengakomodir pemilihan alamat dan NITKU cabang apabila transaksi dilakukan oleh cabang  Tks*Hita,netral
379,@kring_pajak  min mau tanya kalo periode pembukuan di spt ppn coretax muncul 04-03 yang seharusnya 01-12 itu cara merubahnya gimana ya? mohon infonya min,netral
380,saya menanyakan untuk wajib pajak dana pensiun bagaimana cara pelaporan angsuran pph 25 di coretax?,netral
381,Hwello Open Jasa  - Pembetulan SPT - SPT masa 15 21 22 23 26 4 (2) Bulanan Unifikasi - Pembuatan Laporan Keuangan - Pembuatan Surat Keterangan Bebas Fiskal/Surat Keterangan Fiskal   #coretax  #zonauang #jokipajak,netral
382,bisa di coretax,netral
383,Kalau kamu lihat postingan medsos yang nge-klaim kalau server Coretax DJP tidak aman dan bisa diakses oleh pihak luar kami pastikan bahwa hal tersebut adalah tidak benar alias hoaks!,netral
384,Gaess info dong kalau staking kripto itukan sudah dipotong pph dan bukti potong sudah masuk di Coretax Nah bagaimana cara lapor pendapatannya biar nihil ya? Soalnya statusnya lebih bayar karena pph staking ini @indodax @hoteliercrypto @Tokocrypto,netral
385,Met siang @kring_pajak Mau tanya cara lapor Realisasi  Investasi atas penghasilan deviden dalam negeri di coretax gmn caranya? Terima kasih,netral
386,ikutin brdsrkan historis sblm ada coretax jadi dpp nya sejumlah semuanya kak bm+denda+ppn+pph 22 ppn nya ttp aja nnti bisa dikreditkan dipembukuan baru dipisahin yg mana masuk HPP pph dll,netral
387,Coretax Beroperasi Pengusaha RI Kena Pajak Tambah Banyak! https://wwwcnbcindonesiacom/news/20251126152630-4-688716/coretax-beroperasi-pengusaha-ri-kena-pajak-tambah-banyak,netral
388,Hai Kak Walaupun OP tsb merupakan sekutu pasif dari CV apabila tanah bangunan tsb merupakan milik OP maka atas penghasilan tsb menjadi penghasilan bagi OP tsb dan tidak masuk ke penghasilan CV ya kak Tks*Fini,netral
389,Tiba-tiba dapat email kek beginian ini beneran kah Coretax udah dipakai untuk wajib pajak level individu?,netral
390,Turunin sepaket bang,netral
391,becanda mulu coretax benerin,netral
392,@kring_pajak kak kalau status NPWP di coretax Nonaktif berpenghasilan dibawah PTKP jadi hanya registrasi coretax saja Apa wajib lapor SPT Tahunan OP kak ?,netral
393,Bro tired on his own game HAHAHAHA That yaampun tho 🤣🤣🤣,netral
394,Pertama berikut langkah untuk membuat Kode Otorisasi/ Sertifikat Digital melalui Coretax,netral
395,#KawanPajak Mulai 2026 pelaporan SPT Tahunan PPh 2025 dilakukan lewat Coretax DJP Setelah aktivasi akun buat Kode Otorisasi/Sertifikat Digital (KO/SD) untuk menandatangani SPT Caranya? Login ke Coretax DJP > Portal Saya > Permintaan KO/SD   Simak langkah lengkapnya yuk! ---,netral
396,Gmn ga dapat PR gratis  jadi top of mind orang2 terus (baik suka maupun ga suka) Padahal banyak yg perlu dipikirin selain bahas Jokowi contoh : gmn cara lapor spt via coretax 😅,netral
397,CORETAX OVERRATED?! Disadur dari laman DJP: Pembangunan Coretax merupakan bagian dari Proyek Pembaruan Sistem Inti Administrasi Perpajakan (PSIAP) yang diatur dalam PerPres 40/2018,netral
398,Saya cek di coretax tdk ada FP pengganti nyaa,netral
399,Dua hari ini saya dapat banyak keluhan dan masukan baik dari wajib pajak maupun petugas pajak di lapangan Saya sangat paham dan berempati bahwa ada banyak keluhan thd kendala di lapangan terkait implementasi Coretax ini,netral
400,Rabu 9 Juli 2025 | Kec Gondang Kecamatan Gondang gelar Bimtek Core Tax bagi Sekdes Bendahara dan Kaur Perencanaan se-Kecamatan Sebagai penguatan kapasitas perangkat desa dalam pengelolaan perpajakan dan administrasi keuangan desa  #KecamatanGondang #BimtekDesa #CoreTax,netral
401,Ku sebulan ga gajian gara2 Coretax,negatif
402,BUSEETTT WAKKK gua lgi kerja bersama coretax,negatif
403,Jika Muncul STP karena telat lapor dan telat setor apa bisa buat permohonan penghapusan sanksi karna coretax nya bermasalah?,negatif
404,semoga diresmikan 2026 kata monyet diganti coretax,negatif
405,Cina dengan anggaran yang sama bisa bikin deepseek kalau Indognesia masterpiece nya coretax,negatif
406,Hai Kak Mohon maaf atas ketidaknyamanannya Saat ini permasalahan tersebut sedang ditangani oleh tim terkait Taxmin menyarankan untuk mencoba langkah berikut sebelum mengakses Coretax kembali: 1 Pastikan koneksi internet stabil,negatif
407,Hai Kak Jika sudah terdaftar NPWP baik melalui laman http://eregpajakgoid untuk mengakses akun Coretax Kakak dapat langsung melakukan lupa password atau aktivasi akun Wajib Pajak ya Kak  Jika sudah pernah akses DJP Online silakan ke laman http://coretaxdjppajakgoid > klik,negatif
408,NPWP sudah punya  yang belum punya hanya akun DJP dan Efin aja  untuk nanti di pakai buat daftar coretax,negatif
409,udah pake akun coretax pic utama tetep ga muncul min sepertinya di yg lain jg kasusnya serupa,negatif
410,subuh2 drama aktivasi akun coretax server error mulu🫩,negatif
411,Dirjen pajak ini udah kek biawakrakyat diperas melalui pajaktapi aplikasi Pajak Coretax kek sampah error melulu,negatif
412,@KPK_RI dan @KejaksaanRI harus melakukan penyelidikan coretax karena sudah merugikan keuangan negara triliunan uang negara hasilnya sangat buruk!!! Malming Coretax,negatif
413,Iya kannn gua gregetan bgt akses coretax,negatif
414,Petugas KPP saya helpdesk tdk ada respon lalu live chat hanya dijawab scr otomatis Lalu bagaimana? Hrsnya bisa ya dilakukan disini lalu untuk apa saya kasih tangkapan layar Sudah jelas permasalahannya kenapa Dan bisa diteruskan ke pihak terkait Tlg lebih dipermudah lagi Kita udah pusing juga masalah² ttg coretax,negatif
415,pasti dia pernah memaki web coretax,negatif
416,Hai Kak Mohon maaf atas ketidaknyamanan yang dialami perihal perubahan alamat email pada saat aktivasi coretax Kakak dapat mengajukan perubahan data alamat email melalui contact center di layanan livechat http://pajakgoid telepon Kring Pajak 1500200 atau melalui KPP,negatif
417,Kembalikan coretax ke sistem lama sudah itu cukup mengangkat pendapatan,negatif
418,Hati-hati penipuan berkedok Coretax dan DJP kenali modusnya! #ThePhraseID #coretax #djp #penipuan #penipu #pajak #laporpajak #spt https://thephraseid/hati-hati-penipuan-berkedok-coretax-dan-djp-kenali-modusnya-,negatif
419,Minimal sebagai drafter coretax bisa download bupot pph unifikasi masa kudu minta atasan perkara download doank hadeh mana lemot parah @kring_pajak,negatif
420,Hai @kring_pajak  saya sudah log in coretax \hanya registrasi\"" dgn KTP saya punya coretax & keterangan di profil (TDK aktiv) SPDN  saat itu saya hanya diminta \""hanya registrasi\"" oleh kantor Skrg sy mau buat NPWP tapi saya sudah ikuti prosesnya sampai akhir tapi ga berhasil,negatif
421,Bener coretax itu gaada yg dipenjara kambing,negatif
422,Hai Kak Mohon maaf atas ketidaknyamanannya Sampai dengan saat ini belum terdapat informasi resmi mengenai kendala bupot unifikasi hilang atau tidak muncul pada saat pelaporan SPT di akun Coretax wajib pajak Taxmin menyarankan untuk mencoba langkah berikut  sebelum mengakses,negatif
423,coretax memex,negatif
424,Coretax ini memang ajaib kok  Orang dept pajak di kantor aja langsung mendadak jadi ahli IT,negatif
425,Coretax Food Estate IKN  next case : DANANTARA,negatif
426,benerinnn coretax wooooyyy,negatif
427,Coretax tu bagian dr gemukin binatang Staff yg kerjakan coretax lembur kan? Kalo dibayar dpt tunj konsumsi transport -> pph 21 tuh Telat bayar n lapor gara2 coretax error fiturnya ngga WP friendly bikin salah dikit betulinnya ribet? STP Denda bunga dapet lg kan,negatif
428,oopss coretax juga,negatif
429,OPEN JASA/JOKI PENGERJAAN LAPORAN KEUANGAN DAN AKUNTANSI + PERPAJAKAN   - Pph21 Pph23 Pph25 Final dll - bisa sesuai request - harga bersahabat - untuk tugas maksimal S1 akuntansi/perpajakan  #zonauang #djp #coretax #pajak #jasakeuangan,negatif
430,Banyak kejadian yang sama neh Imbauan SP2DK SP2 tidak muncul di Coretax,negatif
431,Coretax ni emg asu Nyusahin kerjaan aja sumpah,negatif
432,Hai Kak  Terkait perbedaan nomor telepon apakah yang kakak maksud nomor telepon di Coretax berbeda dengan nomor telepon yang terdaftar di djponline? Jika iya nomor telepon yang terdaftar di Coretax merupakan nomor telepon yang digunakan pada saat aktivasi akun Coretax Jika,negatif
433,Jejak digital akun ini kl ditelusuri Ngeluh app efaktur (dulu) Ngeluh DJP (dulu) Ngeluh web efaktur (dulu) Ngeluh Coretax (sekarang),negatif
434,nanti lapor spt tahunannya ujung2nya ke coretax sih thn besok klo thn ini kan ke web djp nah thn besok pasti dah ke coretax,negatif
435,Halo kak mau tanyaa ini saya mau login coretax kenapa tidak bisa ya? @kring_pajak,negatif
436,Lebaran suamiku malah sibuk ngurus pajak di coretax mana sempet error pula haduh haduh,negatif
437,pakai web coretax kalo di aku apknya suka error jadi langsung ke kantor pajak ajaa dan buat disana soalnya ada elemen-elemen yg aku gatau harus diisi apa kalo kesana langsung kan bisa diajarin sekali cuci mata,negatif
438,Kak ini jadinya gimana? Kemarin katanya sama saja baik isi di efaktur dekstop dan coretax tidak ada perbedaan dan selama isi di field masing-masing nama bkp/jkp cukup diisi namanya saja karena nantinya qty dan harga satuan otomatis masuk ke kolom nama barang -,negatif
439,@kring_pajak  siang kak mau bertanya dimana bisa dapat referensi untuk satuan ukur terbaru? di pengisian coretax sudah terdapat """"drum"""" sedangkan di referensi yg di download dr converter belum ada UM yang menunjuk ke """"drum"""" mohon dibantu untuk UM yang lengkap terimas kasih,negatif
440,China melarang tapi kasih solusi gmaps ga boleh tapi maps baidu jauh lebih unggul WhatsApp ngga bolrh tapi Wechat jauh lebih unggul Indonesia?? Buat aplikasi KTP Digital aja error mulu Coretax yg biayanya Triliunan saja Error sana sini,negatif
441,coretax emang sebapukkk itu coy,negatif
442,Aplikasi coretax tolil iki lapo maneh cok,negatif
443,Hai Kak Mohon maaf atas ketidaknyamanan yang dialami Saat ini atas kendala tersebut sedang dalam penanganan tim teknis terkait ya Kak Silakan lakukan pengecekan secara berkala Sebelum mengakses coretax disarankan untuk mencoba langkah berikut: 1 Clear cache & cookies pada,negatif
444,Hai Kak  Mohon maaf atas ketidaknyamanannya Saat ini permasalahan terkait SPT Masa PPh Unifikasi sedang ditangani oleh tim terkait  Silakan mencoba kembali secara berkala Taxmin menyarankan untuk mencoba langkah berikut sebelum mengakses Coretax kembali: 1 Pastikan koneksi,negatif
445,Coretax ga jelas banget sumpahhh,negatif
446,perkara notebook aja kejagung bisa ikut masuk itu coretax knp adem ayem aja ya minimal bpk harusnya udh mantau tuh krn proyek triliunan tp kualitas ruko,negatif
447,aduh flashback ke coretax,negatif
448,Hai Kak Mohon maaf atas ketidaknyamanannya Saat ini permasalahan tersebut sedang ditangani oleh tim terkait Taxmin menyarankan untuk mencoba langkah berikut sebelum mengakses Coretax kembali: 1 Pastikan koneksi internet stabil,negatif
449,Doa aja semoga coretax g dilanjut lg,negatif
450,Coretax Kerugian Negara?! Super system yang digadang-gadang dapat dipakai untuk keperluan semua perpajakan termasuk menjaring masyarakat yang berpenghasilan dan beraset,negatif
451,@kring_pajak  min aku mau login coretax kenapa ga bisa ya? Udah coba pakai npwp maupun nik tapi ga bisa,negatif
452,btw coretax termasuk merugikan negara kok blm ada yg dikriminalisasi sich wok,negatif
453,Restitusi  PENDAHULUAN atas lebih bayar PPN JUNI 2025 sjak pake coretax baru kali ini progressnya tidak muncul di menu kasus saya biasanya proses updatenya bisa dipantau di menu kasus saya skrg kosong tdk ada kererangan apa2,negatif
454,eh bukannya masa peralihan dari djp online ke coretax itu ga dikenakan sanksi administrasi ya? kok tbtb dapet surat? mengingat saat awal tahun coretax sampah abis,negatif
455,udah aktivasi d coretax sebelumnya kak ?,negatif
456,Lah org kpp nya aja ngakuin kok mereka blm siap dgn coretax & msh blm sempurnacuman emang dipaksain aja gitu jawab mrk ketika gw complain soal coretax yg ngaco & ngga bisa² diakses,negatif
457,Ga bakalan Lu semua bakalan tetap menderita krn coretax soalnya yg bikin  dilindungi penguasa,negatif
458,Bisa kak aku pribadi aja belum dipadanin (bikin dari tahun 2022) dan belum dipadanin di djp online  terus kemarin awal coretax masuk aktivasi akun bisa kakk,negatif
459,Kukira ga akan ketemu coretax Ternyata ketemu juga,negatif
460,coretax babi,negatif
461,@kring_pajak saya rasanya belum pernah aktivasi di coretax tapi pas mau aktivasi kok ada notif begini ya? Terus pas dicoba reset password (coba login pake credentials djp online) email konfirmasi nya ga masuk2,negatif
462,Gw pake tumblr coretax masih awet walopun bonyok dikit (agak banyak sbnrnya),negatif
463,Beliau bingung cara ngisi SPT di Coretax,negatif
464,@kring_pajak  mau tanya Dari senin Saya mau login coretax seperti biasanya tapi kok slalu diarahkan atur kata sandi ulang ya?? Pdhl tdk ada yang tau pass&press PT selain saya&direktur Dan kenapa emailnya beda dengan punya PT saya ya? Saya cek diDJP msh sama dngn punya PT saya,negatif
465,real tiada hari untuk tidak marah2 karena coretax,negatif
466,jadi tahanan politik dong coretax itu pemerataan penderitaan,negatif
467,Berarti saat saya mengisi di coretax DPP nilai lain di thickmart ? Terima kasih,negatif
468,Hai Kak Mohon maaf atas ketidaknyamanan yang dialami Saat ini atas kendala tersebut sedang dalam penanganan tim teknis terkait ya Kak Silakan lakukan pengecekan secara berkala Sebelum mengakses coretax disarankan untuk mencoba langkah berikut: 1 Clear cache & cookies pada,negatif
469,Aduh kalo jd walkot ntr gabisa yapping coretax lagihh,negatif
470,Hai Kak Mohon maaf atas ketidaknyamanannya Atas kendala error 400 OK silakan mencoba untuk mengganti format date and region pada komputer yang digunakan menjadi UTC+7 Bangkok Hanoi Jakarta Selain itu silakan juga mencoba langkah berikut sebelum mengakses Coretax:  1 Pastikan,negatif
471,Pdhl lebih parah pengadaan Coretax ga sih ???,negatif
472,Hai Kak   Mohon maaf atas ketidaknyamanannya  Silakan mencoba hal-hal berikut sebelum mengakses laman Coretax:    1 Bersihkan cache & cookies di browser yang digunakan,negatif
473,Ehm coretax,negatif
474,Mohon maaf atas ketidaknyamanan yang dialami Silakan melakukan langkah berikut sebelum mengakses laman Coretax: 1 Bersihkan cache & cookies di browser yang digunakan 2 Gunakan mode New Incognito atau New private window 3 Gunakan browser perangkat dan/atau sambungan,negatif
475,Parah si temen2 ngamuk semua Mirip coretax lah Ga siap dah diluncurin n dipaksa pake,negatif
476,Hai Kak  Sesuai dengan ketentuan Peraturan Direktur Jenderal Pajak Nomor PER-7/PJ/2025 penerbitan Dokumen berupa Kartu NPWP dilakukan dalam jangka waktu paling lama 1 (satu) hari kerja setelah data pendaftaran disampaikan Dokumen NPWP dapat dilihat pada Akun Coretax Wajib,negatif
477,Hai Kak Mohon maaf atas ketidaknyamanannya Apakah saat ini masih terkendala? Jika iya silakan melakukan hal-hal berikut sebelum mengakses laman coretax: 1 Clear cache & cookies pada browser,negatif
478,Kayaknya sekarang akuntan harus punya basic skill di accurate sama coretax nder,negatif
479,@kring_pajak  min kalo skrng pembukuan  tapi karena ada kebakaran dan usahanya ga jalan di Juni apakah bisa balik ke pencatatan lagi ya? Ada pemberitahuan di coretax ga? Di menu apa ya?,negatif
480,Emang para banget scam coretax ni Saya percaya karena data kita lengkap di punya oleh penipu pernah lapor ke kantor pajak terdekat dibilang bukan tanggung jawab nya data tersebut hadeeh 😂😂😂,negatif
481,masih pagi kata coretax gue masih ngantuk belum sarapan,negatif
482,Hai Kak Jika yang Kakak maksud adalah untuk pendaftaran NPWP Badan Kakak bisa melakukan pendaftaran NPWP melalui laman Coretax pada http://coretaxdjppajakgoid Pada laman utama Coretax silakan memilih menu “Daftar disini” untuk memulai pendaftaran NPWP Pada Langkah Persiapan,negatif
483,coretax sampe skrg gimana dah kelanjutannya itu kan apa bukan kerugian negara ya? karena mempersulit orang bayar pajak dan akhir e emg banyak yg ga bayar pajak sama sama potential loss dong kaya kasusnya gula ini? apa bisa dipidana juga?,negatif
484,@kring_pajak  kak infonya pemerintah memperpanjang (bebas pemotongan pajak buat UMKM) sampai tahun 2025 utk menerbitkan kembali SKET nya di coretax melalui menu apa ya kak? karena di DJP pada menu KWSP sudah tidak bisa di buka lagi,negatif
485,Belum lama ini muncul banyak situs penipuan yang mengklaim sebagai layanan Coretax resmi DJP Jangan sampai Sobat AdEN jadi korban! Situs resmi Coretax DJP cuma satu yaitu 🔗 https://coretaxdjppajakgoid/,negatif
486,Minta tambahan lagi 179T? Apa mau bikin Coretax Baru? Kok ya enak minta anggaran sebegitu besarnya kalau mau perbaiki software,negatif
487,Semua error coretax selalu merugikan WP Apa ada yg pernah ngalamin error coretax tapi menguntungkan WP?,negatif
488,@kring_pajak  saya baru buat NPWP status NPWP saya belum aktif SPDN sudah saya coba hasilnya seperti ini solusinya bagaimana ya? tapi saya sudah bisa login ke coretax dan NPWP nya,negatif
489,Perlu di usut itu Sri Mulyani yang  sudah menyusahkan seluruh rakyat Indonesia melalui kebijakan pajak nya ----- Persoalan serius dalam sistem Coretax kembali tersentil & menyoroti kualitas sumber daya manusia di balik pengembangannya,negatif
490,@kring_pajak  mau tanya kalau misalnya kita buat faktur pajak keluaran terus emailnya itu - @npwp com berarti ini faktur pajaknya bakal terdaftar di sistem coretax mereka gak ya? terima kasih,negatif
491,Hai Kak  Silahkan mencoba untuk menghapus konsep SPT Masa Unifikasi yang telah dibuat (dicreate) kemudian silahkan kembali membuat satu konsep SPT Masa Unifikasi dimaksud Selain itu silakan Kakak mencoba langkah berikut sebelum kembali mengakses Coretax: 1 Pastikan koneksi,negatif
492,Hai Kak Apakah belum muncul secara prepopulated? Kakak dapat  mengecek di Coretax pada menu Dokumen Lain Pajak Masukan - Pilih """"Create From Interface"""" Nomor dokumen yang sama tidak dapat diinput dua kali  Apabila belum muncul dan tidak bisa diinput secara manual Kakak dapat,negatif
493,ngebuat coretax sampe 13T tapi aktivasi akun masih harus ke KPP terdekat sinting y djp tu duit lu pake ape ngaku gk!,negatif
494,Hai Kak  Mohon maaf atas ketidaknyamanannya Sampai dengan saat ini belum terdapat informasi resmi mengenai kendala bukti potong unifikasi tidak muncul pada pelaporan SPT di akun Coretax wajib pajak Taxmin menyarankan untuk mencoba langkah berikut sebelum mengakses Coretax,negatif
495,Hai Kak Terlampir tutorial pengajuan Permohonan Pengembalian Pajak yang Seharusnya Tidak Terutang melalui Coretax ya https://youtubecom/watch?v=tOMrynirIkA… Apabila kakak masih memerlukan informasi lebih lanjut silahkan dapat menghubungi kami kembali melalui layanan telepon kring pajak,negatif
496,wkwkwk kalo kaya gitu mah mending bubarin coretax sekalian biar gabisa bikin faktur pajak trs jadinya gaada setoran ppn deh,negatif
497,Sampe sekarang masih males-malesan ngadepin coretax karena selalu kepikiran """"ini aku yg goblok rata kiri apa emang sistemnya masih banyak yg harus dibenerin"""",negatif
498,potensi kerugian dianggap merugikan negara noh liat coretax ga beres-beres padahal tender gede kualitas ecek ecek cih  https://tempoco/ekonomi/penerimaan-pajak-merosot-apindo-hingga-kini-coretax-masih-banyak-masalah-1220676#goog_rewarded…,negatif
